u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,width,length,from,to,access,bridge,geometry
71662776,71682865,2,"[9414734, 669173839]",0,,,,residential,,,104.19600000000001,71662776,71682865,,,"LINESTRING (-71.7265 42.289003, -71.72651 42.289025, -71.72652 42.289047, -71.726529 42.289069, -71.726538 42.289096, -71.726545 42.289123, -71.72655 42.28915, -71.726552 42.289175, -71.726551 42.2892, -71.726551 42.289226, -71.726549 42.289254, -71.726547 42.289281, -71.726545 42.28931, -71.726544 42.289338, -71.726541 42.289365, -71.726539 42.289393, -71.726535 42.289438, -71.726531 42.289483, -71.726526 42.289527, -71.726503 42.289509, -71.726472 42.289494, -71.726436 42.289482, -71.726399 42.289476, -71.726357 42.289474, -71.726331 42.289476, -71.726313 42.289478, -71.726213 42.28949, -71.726134 42.289496, -71.726001 42.289516)"
71662776,71682865,3,443242372,0,,,,residential,,,73.781,71662776,71682865,,,"LINESTRING (-71.7265 42.289003, -71.726501 42.28903, -71.726499 42.289056, -71.726495 42.289083, -71.726486 42.289109, -71.726475 42.289135, -71.726462 42.289159, -71.726446 42.289184, -71.726429 42.289208, -71.726411 42.289232, -71.72639 42.289257, -71.726368 42.289283, -71.726344 42.289308, -71.72632 42.28933, -71.726295 42.289352, -71.726268 42.289373, -71.726237 42.289394, -71.726205 42.289414, -71.726171 42.289433, -71.726137 42.289449, -71.726101 42.289465, -71.726066 42.289481, -71.726045 42.289492, -71.726023 42.289504, -71.726001 42.289516)"
71662802,3477321555,0,9416532,0,2,,Raymond Avenue,residential,,12.2,258.546,3477321555,71662802,,,"LINESTRING (-71.712868 42.293869, -71.7127862 42.2938822, -71.7123201 42.2939573, -71.7119739 42.294013, -71.7119344 42.2940194, -71.711912 42.294023, -71.7116677 42.2940632, -71.7115869 42.2940765, -71.7115367 42.2940847, -71.711383 42.29411, -71.7110328 42.2941551, -71.7107625 42.2941899, -71.7106812 42.2942004, -71.7105869 42.2942126, -71.7103709 42.2942404, -71.7102375 42.2942576, -71.709784 42.294316)"
71662816,71689642,0,9415109,0,2,,Pussy Willow Road,residential,30 mph,15.2,102.537,71689642,71662816,,,"LINESTRING (-71.692603 42.283959, -71.692552 42.283961, -71.692188 42.283978, -71.692062 42.28401, -71.691973 42.284048, -71.69188 42.284099, -71.691524 42.284336)"
71663239,71681850,0,"[9416196, 9416215]",0,"['1', '2']",,Sadler Avenue,residential,,10.1,197.686,71681850,71663239,,,"LINESTRING (-71.745765 42.279384, -71.745736 42.279296, -71.745706 42.279209, -71.745676 42.279122, -71.745597 42.278896, -71.745519 42.27867, -71.745448 42.278443, -71.745406 42.278288, -71.745367 42.278133, -71.745329 42.277978, -71.745317 42.277927, -71.745315 42.277921, -71.745294 42.277836, -71.74526 42.277694, -71.7452455 42.2776491)"
71663239,5579521470,0,583606986,0,2,,Muzzy Avenue,residential,,12.2,65.58,5579521470,71663239,,,"LINESTRING (-71.7460022 42.2778345, -71.7453404 42.2776723, -71.7452455 42.2776491)"
71663409,71720265,0,451741573,0,2,,Lake Street,tertiary,,12.2,93.297,71720265,71663409,,,"LINESTRING (-71.7183639 42.2791048, -71.717835 42.279847)"
71663950,71706430,0,9415743,0,2,,Saxon Lane,residential,,16.5,128.777,71706430,71663950,,,"LINESTRING (-71.697585 42.3148852, -71.698989 42.314372)"
71663950,71693594,0,9414482,0,2,,Hunter Circle,residential,,16.5,367.78700000000003,71693594,71663950,,,"LINESTRING (-71.701064 42.313321, -71.700812 42.313086, -71.700591 42.312836, -71.700466 42.312676, -71.700413 42.312619, -71.700354 42.312572, -71.700233 42.312536, -71.700119 42.312525, -71.700037 42.312534, -71.699959 42.312554, -71.69989 42.312581, -71.699833 42.312617, -71.699776 42.312673, -71.699732 42.312754, -71.699722 42.31328, -71.699691 42.313414, -71.699632 42.31357, -71.699564 42.313666, -71.699385 42.313853, -71.699094 42.314023, -71.699001 42.314103, -71.698963 42.314188, -71.698968 42.314305, -71.698989 42.314372)"
71663950,71685306,0,9414482,0,2,,Hunter Circle,residential,,16.5,81.97800000000001,71685306,71663950,,,"LINESTRING (-71.699894 42.314668, -71.699769 42.314634, -71.6996 42.314596, -71.699273 42.314506, -71.699141 42.314457, -71.698989 42.314372)"
71664416,71710036,0,566667815,1,2,MA 9,Boston Turnpike,trunk,45 mph,30.2,12.967,71664416,71710036,,,"LINESTRING (-71.7372238 42.2756342, -71.737067 42.275646)"
71664575,326657517,0,9416245,0,2,,Ireta Road,residential,30 mph,15.2,84.875,326657517,71664575,,,"LINESTRING (-71.7469675 42.2947755, -71.746724 42.294891, -71.746101 42.29519)"
71664575,71671230,0,9416245,0,2,,Ireta Road,residential,30 mph,15.2,852.8370000000002,71671230,71664575,,,"LINESTRING (-71.741448 42.291449, -71.741444 42.291534, -71.74144 42.291618, -71.741435 42.291703, -71.741428 42.291785, -71.74142 42.291866, -71.741412 42.291949, -71.74138 42.292467, -71.741356 42.292851, -71.741355 42.292929, -71.741354 42.292984, -71.74136 42.293036, -71.741373 42.293113, -71.741395 42.29317, -71.741457 42.293296, -71.741505 42.293395, -71.741521 42.293479, -71.741525 42.293537, -71.741523 42.293621, -71.741497 42.293705, -71.741461 42.293801, -71.741377 42.293928, -71.741284 42.294083, -71.741192 42.294245, -71.741159 42.294347, -71.7411547 42.2943673, -71.741145 42.294413, -71.7411421 42.2944416, -71.74114 42.294462, -71.741136 42.294516, -71.741135 42.294577, -71.741144 42.294662, -71.741163 42.294733, -71.741212 42.294811, -71.741275 42.294887, -71.741341 42.294966, -71.741471 42.295066, -71.741729 42.295244, -71.7418295 42.2953089, -71.7420327 42.2954401, -71.7420644 42.2954606, -71.74211 42.29549, -71.742164 42.295522, -71.7422214 42.2955566, -71.74238 42.295652, -71.742466 42.295691, -71.742561 42.295728, -71.742626 42.295751, -71.742684 42.295767, -71.742739 42.295782, -71.742996 42.295806, -71.74354 42.295868, -71.743952 42.295915, -71.744241 42.295942, -71.744367 42.295944, -71.744474 42.295937, -71.744535 42.295922, -71.744566 42.295913, -71.744705 42.295874, -71.745032 42.295728, -71.745674 42.295406, -71.746101 42.29519)"
71665194,7087326185,0,9416203,0,2,,Lake Street,secondary,,12.2,108.383,7087326185,71665194,,,"LINESTRING (-71.7266627 42.2624069, -71.726747 42.262271, -71.7270956 42.2614872)"
71665194,5949186117,0,9416203,0,2,,Lake Street,secondary,,12.2,335.396,5949186117,71665194,,,"LINESTRING (-71.7286427 42.2587116, -71.7278985 42.2596822, -71.7271004 42.2614764, -71.7270956 42.2614872)"
71666892,5789574051,0,"[9416265, 9414506]",0,2,,Leblanc Road,residential,,9.1,236.25599999999997,5789574051,71666892,,,"LINESTRING (-71.7374611 42.2789053, -71.7376716 42.2788408, -71.737752 42.278787, -71.737782 42.278748, -71.737813 42.278708, -71.737844 42.278669, -71.737886 42.278618, -71.73793 42.278568, -71.737972 42.278517, -71.738012 42.27846, -71.73805 42.278402, -71.738092 42.278346, -71.738116 42.278321, -71.738143 42.278292, -71.738198 42.27824, -71.738253 42.278189, -71.738673 42.277708, -71.739026 42.27717)"
71667293,71667293,0,9414728,0,,,,residential,,,115.649,71667293,71667293,,,"LINESTRING (-71.699157 42.306166, -71.699093 42.306237, -71.698992 42.306319, -71.698925 42.306354, -71.698803 42.306389, -71.698727 42.306397, -71.698705 42.306393, -71.698669 42.30637, -71.698646 42.306334, -71.698635 42.306248, -71.698644 42.306207, -71.698666 42.30617, -71.698741 42.306146, -71.69883 42.306148, -71.699054 42.306169, -71.699157 42.306166)"
71667482,2673511655,0,327686045,0,2,,Grafton Street,residential,,12.2,100.827,2673511655,71667482,,,"LINESTRING (-71.7140054 42.2481085, -71.713518 42.247944, -71.713313 42.247875, -71.7132228 42.2478379, -71.7131054 42.2477846, -71.7129906 42.2477118, -71.7129446 42.2476708)"
71669612,71695227,0,9414137,0,2,,Crescent Street,residential,,10.4,23.022,71695227,71669612,,,"LINESTRING (-71.722081 42.281331, -71.721973 42.281522)"
71669617,71673277,0,9415348,0,2,,Old Brook Road,residential,,15.2,165.67299999999997,71673277,71669617,,,"LINESTRING (-71.701083 42.286989, -71.702229 42.2869646, -71.702312 42.2869596, -71.7024037 42.2869524, -71.702511 42.2869382, -71.7026755 42.2869028, -71.7028382 42.286866, -71.703072 42.286821)"
71669900,71686528,0,"[971520872, 971520873, 9416546]",0,2,,Main Street,secondary,35 mph,18.3,320.9820000000001,71686528,71669900,,yes,"LINESTRING (-71.741173 42.291434, -71.741022 42.29143, -71.740872 42.29143, -71.740722 42.29143, -71.740646 42.2914296, -71.740539 42.291429, -71.740356 42.291427, -71.740174 42.291427, -71.740035 42.291427, -71.739896 42.291428, -71.739757 42.291432, -71.739595 42.291439, -71.739433 42.291449, -71.7393096 42.291459, -71.7392066 42.2914681, -71.738934 42.291506, -71.738868 42.2915171, -71.738767 42.291534, -71.738596 42.291568, -71.738426 42.291607, -71.738258 42.291649, -71.738108 42.29169, -71.737959 42.291734, -71.73781 42.291778, -71.737664 42.291822, -71.737519 42.291867, -71.737374 42.291911)"
71670979,71723790,0,9415799,0,2,,Harrington Avenue,secondary,,12.2,60.897999999999996,71723790,71670979,,,"LINESTRING (-71.742351 42.2806, -71.742385 42.280497, -71.742419 42.280395, -71.742452 42.280293, -71.742475 42.280217, -71.742498 42.280142, -71.742521 42.280067)"
71671230,71686528,0,971520872,0,2,,Main Street,secondary,35 mph,18.3,22.683,71686528,71671230,,,"LINESTRING (-71.741173 42.291434, -71.741264 42.291439, -71.741356 42.291445, -71.741448 42.291449)"
71671513,71694125,0,9415890,0,2,,Maury Lane,residential,,12.2,282.5590000000001,71694125,71671513,,,"LINESTRING (-71.73492 42.264334, -71.734927 42.264429, -71.734937 42.264495, -71.734958 42.264558, -71.734986 42.264605, -71.735121 42.264785, -71.735149 42.264831, -71.735178 42.264917, -71.735233 42.265031, -71.735263 42.265057, -71.735293 42.265068, -71.735328 42.265075, -71.735363 42.265079, -71.735461 42.265079, -71.73566 42.265048, -71.735844 42.265029, -71.736354 42.264984, -71.736637 42.264961, -71.737082 42.264917, -71.737441 42.264886, -71.737621 42.264869)"
71672482,5759658785,0,9415013,0,2,MA 140,Grafton Street,primary,35 mph,12.2,114.072,5759658785,71672482,,,"LINESTRING (-71.7116976 42.2879063, -71.7116889 42.2881998, -71.7116962 42.2884127, -71.7116972 42.2884394, -71.7117767 42.2889285)"
71673277,71683853,0,9416397,0,2,,South Street,tertiary,35 mph,11.0,196.85699999999997,71683853,71673277,,,"LINESTRING (-71.70108 42.288753, -71.701167 42.288195, -71.701172 42.288081, -71.701152 42.287527, -71.701083 42.286989)"
71673391,4004747383,0,9415942,0,2,,Timari Drive,residential,30 mph,12.2,145.753,4004747383,71673391,,,"LINESTRING (-71.7125255 42.2928133, -71.7124122 42.2928346, -71.7120076 42.2929105, -71.7114632 42.2930125, -71.7114149 42.2930216, -71.7112339 42.2930555, -71.7108078 42.2931354)"
71674232,3477321546,0,9415563,1,2,,Dartmoor Drive,residential,,16.5,40.477,71674232,3477321546,,,"LINESTRING (-71.702468 42.313173, -71.7022241 42.3134892)"
71674232,3477321544,0,9416341,0,2,,Prospect Street,residential,,11.0,31.46,3477321544,71674232,,,"LINESTRING (-71.7023817 42.3134472, -71.702384 42.313404, -71.702409 42.313306, -71.702468 42.313173)"
71674295,71686415,0,9415844,0,2,,Oak Street,tertiary,30 mph,13.7,157.724,71686415,71674295,,,"LINESTRING (-71.728275 42.284244, -71.727996 42.285202, -71.727989 42.285235, -71.727982 42.285267, -71.727976 42.2853, -71.72797 42.285335, -71.727966 42.285369, -71.727963 42.285403, -71.727962 42.285429, -71.727962 42.285455, -71.727963 42.28548, -71.727965 42.285497, -71.727968 42.285514, -71.727972 42.285531, -71.727984 42.285565, -71.728 42.285599, -71.728017 42.285633)"
71674353,5881540754,0,9414372,1,2,MA 9,Boston Turnpike,trunk,45 mph,30.2,330.8,71674353,5881540754,,,"LINESTRING (-71.7194147 42.2765531, -71.7192081 42.2765578, -71.7186651 42.2765844, -71.7183091 42.2766048, -71.7180201 42.2766191, -71.717866 42.2766254, -71.717459 42.2766481, -71.7172564 42.2766562, -71.7170792 42.2766651, -71.716634 42.2766877, -71.7157529 42.2767238, -71.7154018 42.2767354)"
71674353,71695708,0,9416203,0,2,,Lake Street,secondary,,12.2,256.238,71695708,71674353,,,"LINESTRING (-71.719925 42.274281, -71.7196569 42.2756399, -71.7196111 42.2758805, -71.7194147 42.2765531)"
71674353,71709201,0,9414372,1,2,MA 9,Boston Turnpike,trunk,45 mph,30.2,530.417,71709201,71674353,,,"LINESTRING (-71.7258539 42.2763259, -71.725011 42.2763589, -71.7242355 42.2763904, -71.7236091 42.2764129, -71.7231939 42.2764221, -71.7224864 42.2764381, -71.7220559 42.2764505, -71.7217306 42.27646, -71.7213718 42.2764783, -71.7208554 42.2764971, -71.7206224 42.2765064, -71.720104 42.276523, -71.7195924 42.276548, -71.7194147 42.2765531)"
71674572,71685576,0,9414612,0,,,Williamsburg Court,residential,,,593.0360000000001,71685576,71674572,,,"LINESTRING (-71.730034 42.278258, -71.72996 42.278247, -71.729899 42.278249, -71.72985 42.278262, -71.729761 42.278307, -71.729631 42.278346, -71.729198 42.278397, -71.729023 42.278407, -71.727555 42.278447, -71.727376 42.278429, -71.727322 42.27841, -71.727262 42.278359, -71.727211 42.27829, -71.727113 42.278068, -71.727022 42.277619, -71.727002 42.277416, -71.727027 42.277372, -71.727048 42.277357, -71.727647 42.277322, -71.729437 42.27724, -71.729995 42.277232)"
71674572,71685576,1,9415847,0,2,,Oak Street,tertiary,30 mph,13.7,114.13499999999999,71685576,71674572,,,"LINESTRING (-71.730034 42.278258, -71.730034 42.278214, -71.73001 42.277707, -71.729995 42.277232)"
71674776,71696695,0,9414319,0,2,,Worthington Avenue,residential,,12.2,239.441,71696695,71674776,,,"LINESTRING (-71.741855 42.271532, -71.741695 42.271384, -71.741619 42.271309, -71.741471 42.271152, -71.7414 42.271069, -71.741334 42.270984, -71.741239 42.270836, -71.741197 42.27076, -71.741156 42.270672, -71.741121 42.270582, -71.741017 42.270298, -71.740986 42.270201, -71.740909 42.269887, -71.740819 42.269557)"
71675059,8677573908,0,9415855,0,2,,Harris Avenue,residential,,12.2,8.375,8677573908,71675059,,,"LINESTRING (-71.7246852 42.2661574, -71.7245837 42.266163)"
71675059,8677573900,0,9416203,0,2,,Lake Street,secondary,,12.2,50.592,8677573900,71675059,,,"LINESTRING (-71.7243217 42.2665746, -71.7245837 42.266163)"
71675198,5759661231,0,9415318,0,2,,Green Street,residential,,9.1,1170.7850000000003,5759661231,71675198,,,"LINESTRING (-71.6788277 42.2623438, -71.678967 42.262433, -71.68101 42.263221, -71.681185 42.263352, -71.68158 42.263944, -71.681971 42.264694, -71.68305 42.265944, -71.684009 42.267642, -71.684235 42.267884, -71.685017 42.268404, -71.685105 42.268599, -71.685112 42.269127, -71.685179 42.269315, -71.686174 42.270593, -71.686407 42.270761)"
71675699,71689043,0,9414970,0,2,,John Street,residential,,9.1,163.084,71689043,71675699,,,"LINESTRING (-71.748639 42.263841, -71.747935 42.264105, -71.747397 42.264338, -71.746896 42.264538)"
71677545,5542549642,0,9415546,0,2,,Purinton Street,residential,,9.1,117.054,5542549642,71677545,,,"LINESTRING (-71.7203236 42.248585, -71.720025 42.248564, -71.719453 42.248531, -71.718905 42.248515)"
71677661,2540682775,0,9416613,0,2,,Grist Mill Circle,residential,30 mph,12.2,100.031,2540682775,71677661,,,"LINESTRING (-71.7199801 42.313048, -71.7199232 42.3130656, -71.7198701 42.3130845, -71.7198094 42.3131096, -71.7197523 42.3131389, -71.7196991 42.313172, -71.7196504 42.3132086, -71.7196065 42.3132485, -71.719568 42.3132913, -71.7195351 42.3133366, -71.7195081 42.3133839, -71.7193782 42.3137714)"
71677830,71709222,0,9416056,0,2,,Hunting Avenue,residential,30 mph,15.2,114.437,71709222,71677830,,,"LINESTRING (-71.694442 42.288805, -71.69517 42.287928)"
71678014,3076149417,0,9416231,0,2,,Lamplighter Drive,residential,30 mph,15.2,583.514,3076149417,71678014,,,"LINESTRING (-71.7071561 42.2782888, -71.7071696 42.2782045, -71.7071984 42.2781224, -71.707242 42.2780439, -71.7072996 42.2779706, -71.7073702 42.2779037, -71.7074523 42.2778446, -71.7075446 42.2777942, -71.7076453 42.2777536, -71.7077525 42.2777235, -71.7078642 42.2777044, -71.7079784 42.2776968, -71.7080929 42.2777007, -71.7082056 42.2777161, -71.7083145 42.2777426, -71.7084175 42.2777799, -71.7085127 42.2778272, -71.7085983 42.2778836, -71.7086728 42.2779481, -71.7087348 42.2780195, -71.708783 42.2780964, -71.708818 42.2781817, -71.709245 42.279594, -71.709265 42.279714, -71.7092703 42.279831, -71.7092523 42.279931, -71.7092178 42.2800301, -71.7091718 42.280125, -71.709093 42.2802298, -71.7090064 42.2803231, -71.708909 42.2804112, -71.7078794 42.2812401)"
71678452,71695360,0,93382794,1,2,MA 9,Boston Turnpike,trunk,45 mph,30.2,52.147999999999996,71695360,71678452,,,"LINESTRING (-71.71416 42.276848, -71.714204 42.276846, -71.714458 42.276837, -71.714793 42.276824)"
71679194,6871009234,0,9415532,0,2,,North Quinsigamond Avenue,secondary,,15.2,136.67,6871009234,71679194,,,"LINESTRING (-71.7536826 42.2840467, -71.753671 42.28396, -71.753664 42.283908, -71.753656 42.28385, -71.753641 42.28374, -71.753626 42.283631, -71.753611 42.283514, -71.7536058 42.2834709, -71.753597 42.283398, -71.7535937 42.2833721, -71.753582 42.283282, -71.753568 42.283178, -71.753554 42.283075, -71.753538 42.282971, -71.753526 42.282898, -71.753514 42.282824)"
71679194,6059405118,0,9415532,0,2,,North Quinsigamond Avenue,secondary,,15.2,11.026,6059405118,71679194,,,"LINESTRING (-71.7534985 42.2827255, -71.753502 42.28275, -71.753514 42.282824)"
71679799,71707697,0,9414419,0,2,,Colonial Drive,residential,,12.2,17.879,71707697,71679799,,,"LINESTRING (-71.71126 42.3261475, -71.711477 42.3261368)"
71680545,3381673747,0,9416276,0,2,,Loring Street,residential,,9.8,162.101,3381673747,71680545,,,"LINESTRING (-71.71458 42.299984, -71.714526 42.300001, -71.714362 42.300048, -71.71426 42.300067, -71.714095 42.30008, -71.713992 42.300075, -71.712679 42.299807)"
71680545,71696133,0,340494932,0,2,,Prospect Street,tertiary,,11.0,135.752,71696133,71680545,,,"LINESTRING (-71.7133183 42.2986825, -71.7132259 42.2988497, -71.7131355 42.2990214, -71.7130805 42.2991258, -71.7130502 42.2991716, -71.712847 42.299479, -71.712679 42.299807)"
71681850,5579521470,0,"[734829926, 9414911]",0,2,,"['Baker Avenue', 'Morrill Avenue']",residential,,"['12.2', '9.1']",203.57099999999997,5579521470,71681850,,,"LINESTRING (-71.7460022 42.2778345, -71.745983 42.277888, -71.746033 42.278055, -71.746113 42.278314, -71.746195 42.278572, -71.746278 42.278831, -71.746293 42.278894, -71.746309 42.278956, -71.746316 42.279018, -71.746316 42.279063, -71.746311 42.279108, -71.746302 42.279136, -71.746298 42.279151, -71.746275 42.279191, -71.746244 42.27923, -71.746207 42.279263, -71.746154 42.279292, -71.746092 42.279314, -71.746029 42.279336, -71.745765 42.279384)"
71682721,71689360,0,9416528,0,2,,Bay View Drive,residential,,10.7,284.714,71689360,71682721,,,"LINESTRING (-71.743342 42.246236, -71.743432 42.246327, -71.7435 42.246396, -71.743522 42.246418, -71.743613 42.246508, -71.743695 42.246587, -71.743778 42.246665, -71.743863 42.246743, -71.743924 42.246789, -71.743986 42.246835, -71.744034 42.246888, -71.744051 42.246915, -71.744065 42.246944, -71.744069 42.246971, -71.744043 42.247003, -71.7440139 42.2470196, -71.743994 42.247031, -71.743943 42.247057, -71.743867 42.247096, -71.7438382 42.2471082, -71.743787 42.24713, -71.743704 42.24716, -71.743604 42.247186, -71.743501 42.247206, -71.743403 42.247234, -71.743345 42.247259, -71.743287 42.247289, -71.743213 42.247329, -71.743155 42.247365, -71.743075 42.247422, -71.743015 42.247473, -71.74297 42.247516, -71.742915 42.247571, -71.742869 42.247623, -71.742813 42.247699, -71.742763 42.247778, -71.742717 42.247885, -71.742683 42.247996, -71.74264 42.248104)"
71682908,71687026,0,9414081,0,2,,Heatherwood Drive,residential,,16.5,479.956,71687026,71682908,,,"LINESTRING (-71.7009541 42.3149624, -71.701065 42.315001, -71.701444 42.315211, -71.701496 42.315253, -71.701529 42.315291, -71.701542 42.315312, -71.701551 42.315333, -71.701561 42.315377, -71.701564 42.315409, -71.701558 42.315473, -71.701543 42.315529, -71.70149 42.315658, -71.701158 42.316562, -71.701101 42.31673, -71.70109 42.316797, -71.701089 42.316887, -71.701098 42.317047, -71.701102 42.317234, -71.7012425 42.3187952, -71.7012453 42.3188161, -71.7012569 42.3188573, -71.701276 42.3188969, -71.7013445 42.3189958)"
71682908,2540802047,0,9415972,0,2,,Cranbrook Road,residential,,,83.866,2540802047,71682908,,,"LINESTRING (-71.7004537 42.3193443, -71.7006331 42.3193208, -71.7006703 42.3193122, -71.7006882 42.3193065, -71.7007222 42.3192925, -71.7013445 42.3189958)"
71682908,71687945,0,9415972,0,2,,Cranbrook Road,residential,,,253.755,71687945,71682908,,,"LINESTRING (-71.702601 42.3172, -71.702482 42.317239, -71.702365 42.317283, -71.702338 42.317296, -71.702294 42.317322, -71.702273 42.317337, -71.702238 42.317367, -71.702223 42.317383, -71.702197 42.317421, -71.702187 42.317441, -71.702175 42.317484, -71.702164 42.317579, -71.702237 42.318288, -71.702233 42.318395, -71.702214 42.318468, -71.702192 42.318514, -71.702165 42.318555, -71.702128 42.318591, -71.702031 42.318654, -71.7013445 42.3189958)"
71683340,71697748,0,9414244,0,2,,Merlin Circle,residential,30 mph,12.2,81.416,71697748,71683340,,,"LINESTRING (-71.6894424 42.3163845, -71.6886829 42.3168543)"
71683853,71686006,0,9416397,0,2,,South Street,tertiary,35 mph,11.0,21.575,71686006,71683853,,,"LINESTRING (-71.701053 42.288946, -71.70108 42.288753)"
71684653,5821530458,0,9414950,0,2,,Grove Street,residential,,9.1,342.942,5821530458,71684653,,,"LINESTRING (-71.7298939 42.2560818, -71.7288758 42.255937, -71.7288209 42.2559284, -71.728672 42.2559079, -71.7285359 42.2558939, -71.7283109 42.2558697, -71.7278433 42.2558194, -71.7277649 42.2558123, -71.7276837 42.2558115, -71.7276067 42.255818, -71.7275297 42.2558329, -71.725885 42.2563132)"
71684653,5821599215,0,9416306,0,2,,Arrowwood Drive,residential,30 mph,15.2,187.26000000000002,5821599215,71684653,,,"LINESTRING (-71.7257964 42.2546883, -71.7258048 42.2547456, -71.7258034 42.2548029, -71.7257917 42.2548704, -71.7257703 42.2549343, -71.7257231 42.2550358, -71.7256213 42.2552412, -71.725593 42.255308, -71.7255765 42.2553747, -71.72557 42.2554404, -71.7255747 42.2555092, -71.7255923 42.255578, -71.7256174 42.2556509, -71.725885 42.2563132)"
71684946,7662783066,0,9414729,0,,,,residential,,,397.03099999999995,7662783066,71684946,,,"LINESTRING (-71.6947407 42.3065116, -71.6948129 42.3063846, -71.6949282 42.3063044, -71.6951294 42.3062153, -71.6951787 42.3061696, -71.695178 42.306095, -71.695195 42.306047, -71.695232 42.305995, -71.69533 42.305916, -71.695533 42.305795, -71.69568 42.305744, -71.6958664 42.3056982, -71.695904 42.305689, -71.695953 42.305665, -71.696017 42.305596, -71.69605 42.30552, -71.696187 42.30511, -71.696223 42.305047, -71.696309 42.304959, -71.696358 42.304888, -71.696515 42.304594, -71.696535 42.304508, -71.696532 42.304426, -71.696476 42.304279, -71.696439 42.304211, -71.696164 42.303532)"
71685287,7911698444,0,847848507,0,,,,residential,,,89.761,7911698444,71685287,,,"LINESTRING (-71.7378966 42.2438455, -71.7379031 42.2439076, -71.7379051 42.2439647, -71.7379353 42.2440262, -71.738311 42.244583)"
71685306,71687026,0,9414482,0,2,,Hunter Circle,residential,,16.5,93.11,71687026,71685306,,,"LINESTRING (-71.7009541 42.3149624, -71.699894 42.314668)"
71685306,71693594,0,9414454,0,2,,Amberly Lane,residential,,15.2,178.125,71693594,71685306,,,"LINESTRING (-71.701064 42.313321, -71.700427 42.314002, -71.699894 42.314668)"
71685812,5950035553,0,9414355,0,2,,Camelot Drive,residential,30 mph,15.2,406.99500000000006,5950035553,71685812,,,"LINESTRING (-71.6926866 42.3254023, -71.6895854 42.325478, -71.6894121 42.3254712, -71.6893259 42.3254579, -71.6892391 42.325436, -71.6891585 42.3254035, -71.689089 42.3253688, -71.6890259 42.3253304, -71.6889688 42.325286, -71.6889196 42.3252361, -71.6888457 42.3251274, -71.688821 42.3250685, -71.6888064 42.3250082, -71.6887999 42.3249418, -71.6888016 42.3248784, -71.6888114 42.324812, -71.6889199 42.3244711)"
71686006,71694221,0,9416397,0,2,,South Street,tertiary,35 mph,11.0,107.898,71694221,71686006,,,"LINESTRING (-71.700971 42.289914, -71.700993 42.289418, -71.701053 42.288946)"
71686026,71693285,0,661905399,0,2,,Main Street,secondary,35 mph,15.2,277.17900000000003,71693285,71686026,,,"LINESTRING (-71.683771 42.301818, -71.684521 42.301181, -71.6851145 42.3006976, -71.685739 42.300189, -71.686013 42.299957)"
71686513,71712399,0,9414478,0,1,,Old Oak Street,residential,,7.6,98.076,71712399,71686513,,,"LINESTRING (-71.735146 42.270275, -71.735001 42.270313, -71.734859 42.270359, -71.734718 42.270406, -71.7346113 42.2704375, -71.734525 42.270463, -71.734331 42.27052, -71.734141 42.270583, -71.734048 42.270617)"
71687026,5950021830,0,340494931,0,2,,Dartmoor Drive,residential,,16.5,238.04900000000004,5950021830,71687026,,,"LINESTRING (-71.6989981 42.3160291, -71.6993557 42.3162096, -71.6994065 42.3162248, -71.6994655 42.3162354, -71.6995264 42.3162393, -71.6995894 42.3162342, -71.6996509 42.3162212, -71.6997083 42.3162022, -71.6997596 42.3161756, -71.6998068 42.3161415, -71.7001894 42.3157987, -71.700275 42.3157167, -71.7003535 42.3156346, -71.7009541 42.3149624)"
71687293,71695475,0,9414883,0,,,,residential,,,102.255,71695475,71687293,,,"LINESTRING (-71.7082786 42.2652879, -71.7080334 42.2652743, -71.707781 42.265254, -71.7075139 42.2652395, -71.7074011 42.2652406, -71.7073483 42.2652438, -71.707295 42.265248, -71.7072472 42.2652582, -71.7072014 42.2652765, -71.7070703 42.2653361)"
71687945,71695589,0,"[376230605, 9415077]",0,2,,Prospect Street,residential,,11.0,247.89300000000003,71695589,71687945,,,"LINESTRING (-71.7030085 42.3192855, -71.7031074 42.3191723, -71.7031851 42.3190564, -71.7032416 42.318934, -71.7032892 42.318813, -71.7033076 42.3187503, -71.7033102 42.3186863, -71.7033092 42.3186237, -71.7032941 42.3185584, -71.7032667 42.3184843, -71.703184 42.318313, -71.702917 42.317854, -71.702601 42.3172)"
71688005,71709231,0,9415643,0,2,,Flamingo Circle,residential,30 mph,12.2,101.739,71709231,71688005,,,"LINESTRING (-71.7516729 42.2852418, -71.7522389 42.2853258, -71.7524879 42.2853648, -71.7527369 42.2854058, -71.7528838 42.2854278)"
71689253,2501986076,0,9416178,0,2,,Gold Street,residential,,9.1,374.824,2501986076,71689253,,,"LINESTRING (-71.7059484 42.2686443, -71.705889 42.268649, -71.705776 42.268651, -71.705463 42.2686419, -71.705276 42.268634, -71.705077 42.268614, -71.704994 42.268596, -71.704901 42.268552, -71.704769 42.268472, -71.704556 42.268307, -71.704239 42.268113, -71.704088 42.267998, -71.703923 42.267923, -71.703829 42.2679, -71.703722 42.267889, -71.703576 42.267885, -71.703437 42.267899, -71.703065 42.267976, -71.702423 42.268221, -71.701893 42.268398)"
